Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
,,D,,"Device Nr: #1, DIVING-PAM-II (UWFC0119A)",,,,,,,,,,,,,,,
24-05-26,16:22:23.023,REG2,,"#1: alpha: 0.100, ETRm: 58.951, Ik: 587.715   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,16:22:24.412,FO,565,89,188,0,0.527,0.0,0,0.84,0,0,0,0,0,0,89,188,0.527
24-05-26,16:22:44.406,F,566,87,146,25,0.404,4.2,72,0.84,0.797,0.253,0.660,0.288,0.463,0.133,89,188,0.527
24-05-26,16:23:04.395,F,567,84,135,45,0.378,7.1,75,0.84,0.850,0.394,0.759,0.393,0.447,0.175,89,188,0.527
24-05-26,16:23:24.382,F,568,88,133,66,0.338,9.4,76,0.84,0.789,0.424,0.681,0.414,0.468,0.194,89,188,0.527
24-05-26,16:23:44.386,F,569,89,129,91,0.310,11.8,74,0.84,0.727,0.444,0.604,0.457,0.473,0.217,89,188,0.527
24-05-26,16:24:04.376,F,570,85,120,127,0.292,15.6,68,0.84,0.673,0.475,0.538,0.567,0.452,0.256,89,188,0.527
24-05-26,16:24:24.369,F,571,85,117,192,0.274,22.1,68,0.84,0.653,0.505,0.522,0.607,0.452,0.274,89,188,0.527
24-05-26,16:24:44.353,F,572,92,116,288,0.207,25.0,68,0.84,0.500,0.515,0.370,0.621,0.489,0.304,89,188,0.527
24-05-26,16:25:04.350,F,573,88,108,424,0.185,32.9,63,0.84,0.444,0.545,0.318,0.741,0.468,0.347,89,188,0.527
24-05-26,16:25:24.331,F,574,83,100,634,0.170,45.3,57,0.84,0.395,0.566,0.271,0.880,0.441,0.389,89,188,0.527
24-05-26,16:25:44.326,F,575,80,94,829,0.149,51.9,54,0.84,0.350,0.596,0.236,1.000,0.426,0.425,89,188,0.527
24-05-26,16:26:04.309,F,576,80,91,1160,0.121,59.0,53,0.84,0.289,0.616,0.191,1.066,0.426,0.453,89,188,0.527
24-05-26,16:26:24.297,F,577,80,88,1511,0.091,57.8,49,0.84,0.205,0.606,0.126,1.136,0.426,0.483,89,188,0.527
24-05-26,16:26:32.289,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,16:29:30.777,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,16:29:30.777,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.016, ETRmPot: 7.064 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,16:29:30.777,REG2,,"#1: alpha: 0.060, ETRm: 37.770, Ik: 627.467   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,16:29:32.311,FO,578,35,90,0,0.611,0.0,0,0.84,0,0,0,0,0,0,35,90,0.611
24-05-26,16:29:52.304,F,579,52,98,25,0.469,4.9,48,0.84,0.920,0.091,0.849,-0.082,0.578,-0.047,35,90,0.611
24-05-26,16:30:12.287,F,580,74,116,45,0.362,6.8,59,0.84,0.737,-0.036,0.588,-0.224,0.822,-0.184,35,90,0.611
24-05-26,16:30:32.282,F,581,92,137,66,0.328,9.1,71,0.84,0.682,-0.200,0.526,-0.343,1.022,-0.350,35,90,0.611
24-05-26,16:30:52.269,F,582,89,121,91,0.264,10.1,67,0.84,0.593,0.018,0.446,-0.256,0.989,-0.253,35,90,0.611
24-05-26,16:31:12.255,F,583,82,105,127,0.219,11.7,58,0.84,0.489,0.145,0.346,-0.143,0.911,-0.130,35,90,0.611
24-05-26,16:31:32.244,F,584,66,66,192,0.000,0.0,23,0.84,0.000,0.218,0.000,0.364,0.733,0.267,35,90,0.611
24-05-26,16:31:52.236,F,585,68,82,288,0.171,20.7,42,0.84,0.350,0.273,0.216,0.098,0.756,0.073,35,90,0.611
24-05-26,16:32:12.228,F,586,76,85,424,0.106,18.9,51,0.84,0.265,0.382,0.178,0.059,0.844,0.050,35,90,0.611
24-05-26,16:32:32.209,F,587,55,62,634,0.113,30.1,34,0.84,0.250,0.491,0.155,0.452,0.611,0.276,35,90,0.611
24-05-26,16:32:52.200,F,588,43,48,829,0,0,24,0.84,0,0,0,0,0,0,35,90,0.611
24-05-26,16:33:12.190,F,589,43,48,1160,0,0,28,0.84,0,0,0,0,0,0,35,90,0.611
24-05-26,16:33:32.205,F,590,41,44,1512,0,0,22,0.84,0,0,0,0,0,0,35,90,0.611
24-05-26,16:33:40.645,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,16:34:22.679,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,16:34:22.679,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.058, ETRmPot: 6.994 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,16:34:22.679,REG2,,"#1: alpha: 0.166, ETRm: 26.604, Ik: 160.149   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,16:34:24.077,FO,591,37,78,0,0.526,0.0,0,0.84,0,0,0,0,0,0,37,78,0.526
24-05-26,16:34:44.062,F,592,42,74,25,0.432,4.5,37,0.84,0.865,0.098,0.762,0.054,0.538,0.030,37,78,0.526
24-05-26,16:35:04.061,F,593,42,67,45,0.373,7.0,35,0.84,0.781,0.220,0.651,0.164,0.538,0.089,37,78,0.526
24-05-26,16:35:24.045,F,594,40,64,66,0.375,10.4,28,0.84,0.667,0.122,0.467,0.219,0.513,0.112,37,78,0.526
24-05-26,16:35:44.030,F,595,34,53,91,0.358,13.7,26,0.84,0.704,0.341,0.538,0.472,0.436,0.206,37,78,0.526
24-05-26,16:36:04.019,F,596,31,46,126,0,0,24,0.84,0,0,0,0,0,0,37,78,0.526
24-05-26,16:36:24.008,F,597,28,41,192,0,0,20,0.84,0,0,0,0,0,0,37,78,0.526
24-05-26,16:36:43.997,F,598,27,36,288,0,0,18,0.84,0,0,0,0,0,0,37,78,0.526
24-05-26,16:37:03.986,F,599,25,35,424,0,0,14,0.84,0,0,0,0,0,0,37,78,0.526
24-05-26,16:37:23.974,F,600,26,33,634,0,0,19,0.84,0,0,0,0,0,0,37,78,0.526
24-05-26,16:37:43.964,F,601,26,31,828,0,0,15,0.84,0,0,0,0,0,0,37,78,0.526
24-05-26,16:38:01.393,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,16:38:44.976,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,16:38:44.976,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 106.471, ETRmPot: - 1338.438 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,16:38:44.976,REG2,,"#1: alpha: 0.200, ETRm: 100.000, Ik: 500.000   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,16:38:46.364,FO,602,31,55,0,0.436,0.0,0,0.84,0,0,0,0,0,0,31,55,0.436
24-05-26,16:39:06.354,F,603,36,57,25,0.368,3.9,30,0.84,0.778,-0.125,0.648,-0.035,0.655,-0.023,31,55,0.436
24-05-26,16:39:26.340,F,604,40,63,45,0.365,6.9,33,0.84,0.767,-0.250,0.633,-0.127,0.727,-0.092,31,55,0.436
24-05-26,16:39:46.333,F,605,36,53,66,0.321,8.9,29,0.84,0.708,0.000,0.570,0.038,0.655,0.024,31,55,0.436
24-05-26,16:40:06.307,F,606,35,54,91,0.352,13.5,26,0.84,0.679,-0.167,0.504,0.019,0.636,0.012,31,55,0.436
24-05-26,16:40:26.314,F,607,35,48,127,0,0,27,0.84,0,0,0,0,0,0,31,55,0.436
24-05-26,16:40:46.296,F,608,37,51,192,0.275,22.2,28,0.84,0.609,0.042,0.461,0.078,0.673,0.052,31,55,0.436
24-05-26,16:41:06.285,F,609,42,54,288,0.222,26.9,27,0.84,0.444,-0.125,0.285,0.019,0.764,0.014,31,55,0.436
24-05-26,16:41:21.252,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,16:44:47.455,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,16:44:47.455,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.009, ETRmPot: 15.764 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,16:44:47.455,REG2,,"#1: alpha: 0.074, ETRm: 29.065, Ik: 393.132   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,16:44:48.848,FO,610,133,225,0,0.409,0.0,0,0.84,0,0,0,0,0,0,133,225,0.409
24-05-26,16:45:08.830,F,611,204,308,25,0.338,3.5,189,0.84,0.874,-0.293,0.810,-0.269,0.907,-0.245,133,225,0.409
24-05-26,16:45:28.824,F,612,227,326,45,0.304,5.7,199,0.84,0.780,-0.380,0.684,-0.310,1.009,-0.313,133,225,0.409
24-05-26,16:45:48.807,F,613,210,294,66,0.286,7.9,176,0.84,0.712,-0.283,0.597,-0.235,0.933,-0.219,133,225,0.409
24-05-26,16:46:08.791,F,614,196,262,91,0.252,9.6,155,0.84,0.617,-0.163,0.488,-0.141,0.871,-0.123,133,225,0.409
24-05-26,16:46:28.789,F,615,159,200,126,0.205,10.8,127,0.84,0.562,0.207,0.449,0.125,0.707,0.088,133,225,0.409
24-05-26,16:46:48.775,F,616,160,198,192,0.192,15.5,130,0.84,0.559,0.261,0.454,0.136,0.711,0.097,133,225,0.409
24-05-26,16:47:08.767,F,617,178,210,288,0.152,18.4,144,0.84,0.485,0.283,0.392,0.071,0.791,0.057,133,225,0.409
24-05-26,16:47:28.754,F,618,218,243,424,0.103,18.3,152,0.84,0.275,0.011,0.192,-0.074,0.969,-0.072,133,225,0.409
24-05-26,16:47:48.743,F,619,176,194,634,0.093,24.8,129,0.84,0.277,0.293,0.203,0.160,0.782,0.125,133,225,0.409
24-05-26,16:48:08.731,F,620,178,190,828,0.063,21.9,118,0.84,0.167,0.217,0.111,0.184,0.791,0.146,133,225,0.409
24-05-26,16:48:28.722,F,621,152,162,1159,0.062,30.2,111,0.84,0.196,0.446,0.143,0.389,0.676,0.262,133,225,0.409
24-05-26,16:48:48.711,F,622,150,159,1511,0.057,36.2,112,0.84,0.191,0.489,0.143,0.415,0.667,0.276,133,225,0.409
24-05-26,16:48:57.211,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,17:03:23.153,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,17:03:23.153,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.012, ETRmPot: 17.226 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,17:03:23.153,REG2,,"#1: alpha: 0.078, ETRm: 38.125, Ik: 486.820   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,17:03:24.559,FO,623,102,235,0,0.566,0.0,0,0.84,0,0,0,0,0,0,102,235,0.566
24-05-26,17:03:44.546,F,624,133,222,25,0.401,4.2,116,0.84,0.840,0.203,0.733,0.059,0.566,0.033,102,235,0.566
24-05-26,17:04:04.533,F,625,124,196,45,0.367,6.9,95,0.84,0.713,0.241,0.546,0.199,0.528,0.105,102,235,0.566
24-05-26,17:04:24.522,F,626,99,151,66,0.344,9.5,77,0.84,0.703,0.444,0.547,0.556,0.421,0.235,102,235,0.566
24-05-26,17:04:44.511,F,627,94,136,91,0.309,11.8,76,0.84,0.700,0.549,0.566,0.728,0.400,0.291,102,235,0.566
24-05-26,17:05:04.506,F,628,96,131,127,0.267,14.2,78,0.84,0.660,0.602,0.536,0.794,0.409,0.324,102,235,0.566
24-05-26,17:05:24.496,F,629,106,132,192,0.197,15.9,82,0.84,0.520,0.624,0.402,0.780,0.451,0.352,102,235,0.566
24-05-26,17:05:44.486,F,630,100,121,288,0.174,21.0,75,0.84,0.457,0.654,0.343,0.942,0.426,0.400,102,235,0.566
24-05-26,17:06:04.470,F,631,94,109,424,0.138,24.6,70,0.84,0.385,0.707,0.287,1.156,0.400,0.462,102,235,0.566
24-05-26,17:06:24.464,F,632,96,108,634,0.111,29.6,70,0.84,0.316,0.714,0.230,1.176,0.409,0.480,102,235,0.566
24-05-26,17:06:44.453,F,633,92,100,829,0.080,27.9,59,0.84,0.195,0.692,0.125,1.350,0.391,0.529,102,235,0.566
24-05-26,17:07:04.440,F,634,85,91,1160,0.066,32.2,55,0.84,0.167,0.729,0.108,1.582,0.362,0.572,102,235,0.566
24-05-26,17:07:24.423,F,635,81,88,1513,0.080,50.8,54,0.84,0.206,0.744,0.137,1.670,0.345,0.575,102,235,0.566
24-05-26,17:07:32.563,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,17:09:43.689,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,17:09:43.689,REG1,,"#1: alpha: 0.074, ETRm: 25.872, Ik: 351.493   ( beta: 1.192, ETRmPot: 1173.842 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,17:09:43.689,REG2,,"#1: alpha: 0.060, ETRm: 25.637, Ik: 425.754   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,17:09:45.094,FO,636,74,109,0,0.321,0.0,0,0.84,0,0,0,0,0,0,74,109,0.321
24-05-26,17:10:05.074,F,637,77,97,25,0.206,2.2,66,0.84,0.645,0.114,0.553,0.124,0.706,0.088,74,109,0.321
24-05-26,17:10:25.073,F,638,80,99,45,0.192,3.6,71,0.84,0.679,0.200,0.603,0.101,0.734,0.074,74,109,0.321
24-05-26,17:10:45.056,F,639,78,96,66,0.188,5.2,67,0.84,0.621,0.171,0.533,0.135,0.716,0.096,74,109,0.321
24-05-26,17:11:05.042,F,640,72,85,91,0.153,5.8,59,0.84,0.500,0.257,0.410,0.282,0.661,0.186,74,109,0.321
24-05-26,17:11:25.038,F,641,66,79,127,0.165,8.8,58,0.84,0.619,0.400,0.544,0.380,0.606,0.229,74,109,0.321
24-05-26,17:11:45.019,F,642,64,75,192,0.147,11.9,57,0.84,0.611,0.486,0.544,0.453,0.587,0.266,74,109,0.321
24-05-26,17:12:05.013,F,643,67,75,288,0.107,12.9,55,0.84,0.400,0.429,0.328,0.453,0.615,0.278,74,109,0.321
24-05-26,17:12:25.006,F,644,71,78,424,0.090,16.0,60,0.84,0.389,0.486,0.329,0.397,0.651,0.259,74,109,0.321
24-05-26,17:12:44.995,F,645,73,80,634,0.088,23.4,59,0.84,0.333,0.400,0.269,0.363,0.670,0.242,74,109,0.321
24-05-26,17:13:04.977,F,646,68,75,828,0.093,32.3,56,0.84,0.368,0.457,0.303,0.453,0.624,0.283,74,109,0.321
24-05-26,17:13:24.985,F,647,66,70,1159,0.057,27.7,54,0.84,0.250,0.543,0.205,0.557,0.606,0.337,74,109,0.321
24-05-26,17:13:44.978,F,648,67,69,1511,0.029,18.4,55,0.84,0.143,0.600,0.117,0.580,0.615,0.356,74,109,0.321
24-05-26,17:13:53.023,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,17:15:44.618,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,17:15:44.618,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 44.478 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,17:15:44.618,REG2,,"#1: alpha: 0.147, ETRm: 50.401, Ik: 343.164   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,17:15:46.012,FO,649,40,117,0,0.658,0.0,0,0.84,0,0,0,0,0,0,40,117,0.658
24-05-26,17:16:05.994,F,650,58,118,25,0.508,5.3,47,0.84,0.845,0.078,0.685,-0.008,0.496,-0.004,40,117,0.658
24-05-26,17:16:25.989,F,651,59,108,45,0.454,8.6,43,0.84,0.754,0.156,0.550,0.083,0.504,0.042,40,117,0.658
24-05-26,17:16:45.975,F,652,58,102,66,0.431,11.9,41,0.84,0.721,0.208,0.510,0.147,0.496,0.073,40,117,0.658
24-05-26,17:17:05.968,F,653,57,95,91,0.400,15.3,38,0.84,0.667,0.260,0.445,0.232,0.487,0.113,40,117,0.658
24-05-26,17:17:25.958,F,654,54,88,127,0.386,20.6,36,0.84,0.654,0.325,0.436,0.330,0.462,0.152,40,117,0.658
24-05-26,17:17:45.945,F,655,56,80,192,0.300,24.2,32,0.84,0.500,0.377,0.286,0.463,0.479,0.221,40,117,0.658
24-05-26,17:18:05.933,F,656,56,77,288,0.273,33.0,30,0.84,0.447,0.390,0.239,0.519,0.479,0.248,40,117,0.658
24-05-26,17:18:25.920,F,657,57,74,424,0.230,41.0,28,0.84,0.370,0.403,0.182,0.581,0.487,0.283,40,117,0.658
24-05-26,17:18:45.908,F,658,53,64,634,0.172,45.8,25,0.84,0.282,0.494,0.133,0.828,0.453,0.375,40,117,0.658
24-05-26,17:19:05.901,F,659,49,57,829,0.140,48.7,24,0.84,0.242,0.571,0.119,1.053,0.419,0.441,40,117,0.658
24-05-26,17:19:25.891,F,660,53,59,1159,0.102,49.7,19,0.84,0.150,0.481,0.054,0.983,0.453,0.445,40,117,0.658
24-05-26,17:19:45.882,F,661,53,58,1512,0.086,54.6,23,0.84,0.143,0.545,0.062,1.017,0.453,0.461,40,117,0.658
24-05-26,17:19:54.253,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,17:21:50.758,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,17:21:50.758,REG1,,"#1: alpha: 0.120, ETRm: 29.438, Ik: 245.721   ( beta: 0.551, ETRmPot: 407.104 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,17:21:50.758,REG2,,"#1: alpha: 0.105, ETRm: 29.471, Ik: 281.811   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,17:21:52.152,FO,662,49,100,0,0.510,0.0,0,0.84,0,0,0,0,0,0,49,100,0.510
24-05-26,17:22:12.137,F,663,66,104,25,0.365,3.8,56,0.84,0.792,0.059,0.672,-0.038,0.660,-0.025,49,100,0.510
24-05-26,17:22:32.134,F,664,65,96,45,0.323,6.1,53,0.84,0.721,0.157,0.588,0.042,0.650,0.027,49,100,0.510
24-05-26,17:22:52.120,F,665,59,84,66,0.298,8.3,44,0.84,0.625,0.216,0.466,0.190,0.590,0.112,49,100,0.510
24-05-26,17:23:12.107,F,666,59,81,91,0.272,10.4,46,0.84,0.629,0.314,0.490,0.235,0.590,0.138,49,100,0.510
24-05-26,17:23:32.122,F,667,58,77,126,0.247,13.1,46,0.84,0.613,0.392,0.486,0.299,0.580,0.173,49,100,0.510
24-05-26,17:23:52.104,F,668,62,77,192,0.195,15.7,47,0.84,0.500,0.412,0.379,0.299,0.620,0.185,49,100,0.510
24-05-26,17:24:12.100,F,669,60,73,288,0.178,21.5,42,0.84,0.419,0.392,0.293,0.370,0.600,0.222,49,100,0.510
24-05-26,17:24:32.080,F,670,54,63,424,0.143,25.5,35,0.84,0.321,0.451,0.208,0.587,0.540,0.317,49,100,0.510
24-05-26,17:24:52.070,F,671,50,57,634,0.123,32.8,32,0.84,0.280,0.510,0.179,0.754,0.500,0.377,49,100,0.510
24-05-26,17:25:12.067,F,672,47,51,828,0.078,27.1,28,0.84,0.174,0.549,0.104,0.961,0.470,0.452,49,100,0.510
24-05-26,17:25:32.045,F,673,42,45,1159,0,0,24,0.84,0,0,0,0,0,0,49,100,0.510
24-05-26,17:25:52.040,F,674,39,44,1511,0,0,23,0.84,0,0,0,0,0,0,49,100,0.510
24-05-26,17:26:00.290,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,17:26:32.035,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,17:26:32.035,REG1,,#1: Error: Not enough measures for calculating regression data,,,,,,,,,,,,,,,
24-05-26,17:26:32.035,REG2,,#1: Error: Not enough measures for calculating regression data,,,,,,,,,,,,,,,
24-05-26,17:26:33.424,FO,675,31,66,0,0.530,0.0,0,0.84,0,0,0,0,0,0,31,66,0.530
24-05-26,17:26:53.421,F,676,40,71,25,0.437,4.6,35,0.84,0.861,-0.029,0.753,-0.070,0.606,-0.043,31,66,0.530
24-05-26,17:27:13.410,F,677,40,64,45,0.375,7.1,29,0.84,0.686,0.000,0.497,0.031,0.606,0.019,31,66,0.530
24-05-26,17:27:33.392,F,678,27,47,66,0,0,19,0.84,0,0,0,0,0,0,31,66,0.530
24-05-26,17:27:53.389,F,679,22,36,91,0,0,15,0.84,0,0,0,0,0,0,31,66,0.530
24-05-26,17:28:11.882,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,17:42:21.483,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,17:42:21.483,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 27.785 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,17:42:21.483,REG2,,"#1: alpha: 0.072, ETRm: 38.085, Ik: 527.288   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,17:42:22.881,FO,680,115,198,0,0.419,0.0,0,0.84,0,0,0,0,0,0,115,198,0.419
24-05-26,17:42:42.877,F,681,127,184,25,0.310,3.3,109,0.84,0.760,0.096,0.652,0.076,0.641,0.049,115,198,0.419
24-05-26,17:43:02.865,F,682,120,165,45,0.273,5.2,100,0.84,0.692,0.217,0.577,0.200,0.606,0.121,115,198,0.419
24-05-26,17:43:22.869,F,683,115,154,66,0.253,7.0,98,0.84,0.696,0.325,0.593,0.286,0.581,0.166,115,198,0.419
24-05-26,17:43:42.865,F,684,115,152,91,0.243,9.3,97,0.84,0.673,0.337,0.568,0.303,0.581,0.176,115,198,0.419
24-05-26,17:44:02.838,F,685,113,144,126,0.215,11.4,93,0.84,0.608,0.386,0.500,0.375,0.571,0.214,115,198,0.419
24-05-26,17:44:22.837,F,686,111,136,192,0.184,14.8,89,0.84,0.532,0.434,0.427,0.456,0.561,0.255,115,198,0.419
24-05-26,17:44:42.773,F,687,110,131,288,0.160,19.4,84,0.84,0.447,0.434,0.341,0.511,0.556,0.284,115,198,0.419
24-05-26,17:45:02.811,F,688,116,133,424,0.128,22.8,84,0.84,0.347,0.410,0.251,0.489,0.586,0.286,115,198,0.419
24-05-26,17:45:22.807,F,689,124,139,634,0.108,28.8,89,0.84,0.300,0.398,0.215,0.424,0.626,0.266,115,198,0.419
24-05-26,17:45:42.794,F,690,117,130,828,0.100,34.8,80,0.84,0.260,0.398,0.178,0.523,0.591,0.309,115,198,0.419
24-05-26,17:46:02.786,F,691,122,132,1159,0.076,37.0,85,0.84,0.213,0.434,0.148,0.500,0.616,0.308,115,198,0.419
24-05-26,17:46:22.777,F,692,134,143,1511,0.063,40.0,90,0.84,0.170,0.361,0.114,0.385,0.677,0.260,115,198,0.419
24-05-26,17:46:31.017,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,17:49:06.922,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,17:49:06.922,REG1,,"#1: alpha: 0.123, ETRm: 16.108, Ik: 131.441   ( beta: 0.001, ETRmPot: 16.811 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,17:49:06.922,REG2,,"#1: alpha: 0.099, ETRm: 15.689, Ik: 158.375   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,17:49:08.339,FO,693,274,692,0,0.604,0.0,0,0.84,0,0,0,0,0,0,274,692,0.604
24-05-26,17:49:28.331,F,694,475,671,25,0.292,3.1,337,0.84,0.587,0.201,0.416,0.031,0.686,0.022,274,692,0.604
24-05-26,17:49:48.320,F,695,456,610,45,0.252,4.8,318,0.84,0.527,0.301,0.368,0.134,0.659,0.089,274,692,0.604
24-05-26,17:50:08.309,F,696,421,552,66,0.237,6.6,291,0.84,0.502,0.376,0.347,0.254,0.608,0.155,274,692,0.604
24-05-26,17:50:28.300,F,697,401,515,91,0.221,8.4,275,0.84,0.475,0.426,0.326,0.344,0.579,0.200,274,692,0.604
24-05-26,17:50:48.294,F,698,388,480,127,0.192,10.2,259,0.84,0.416,0.471,0.278,0.442,0.561,0.247,274,692,0.604
24-05-26,17:51:08.279,F,699,406,480,192,0.154,12.4,261,0.84,0.338,0.476,0.217,0.442,0.587,0.259,274,692,0.604
24-05-26,17:51:28.270,F,700,446,509,288,0.124,15.0,270,0.84,0.264,0.428,0.160,0.360,0.645,0.231,274,692,0.604
24-05-26,17:51:48.251,F,701,471,508,424,0.073,13.0,261,0.84,0.150,0.409,0.083,0.362,0.681,0.246,274,692,0.604
24-05-26,17:52:08.243,F,702,462,492,634,0.061,16.2,254,0.84,0.126,0.431,0.069,0.407,0.668,0.271,274,692,0.604
24-05-26,17:52:28.230,F,703,459,483,829,0.050,17.4,252,0.84,0.104,0.447,0.057,0.433,0.663,0.287,274,692,0.604
24-05-26,17:52:48.223,F,704,457,475,1159,0.038,18.5,242,0.84,0.077,0.443,0.041,0.457,0.660,0.302,274,692,0.604
24-05-26,17:53:08.214,F,705,382,390,1511,0.021,13.3,206,0.84,0.043,0.560,0.023,0.774,0.552,0.427,274,692,0.604
24-05-26,17:53:16.515,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,17:57:21.574,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,17:57:21.574,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 21.033 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,17:57:21.574,REG2,,"#1: alpha: 0.071, ETRm: 29.396, Ik: 414.050   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,17:57:22.970,FO,706,82,134,0,0.388,0.0,0,0.84,0,0,0,0,0,0,82,134,0.388
24-05-26,17:57:42.956,F,707,90,115,25,0.217,2.3,81,0.84,0.735,0.346,0.662,0.165,0.672,0.111,82,134,0.388
24-05-26,17:58:02.947,F,708,90,113,45,0.204,3.9,80,0.84,0.697,0.365,0.620,0.186,0.672,0.124,82,134,0.388
24-05-26,17:58:22.933,F,709,89,110,66,0.191,5.3,76,0.84,0.618,0.346,0.528,0.218,0.664,0.145,82,134,0.388
24-05-26,17:58:42.922,F,710,88,109,91,0.193,7.4,70,0.84,0.538,0.250,0.428,0.229,0.657,0.150,82,134,0.388
24-05-26,17:59:02.916,F,711,77,98,127,0.214,11.4,59,0.84,0.538,0.250,0.412,0.367,0.575,0.211,82,134,0.388
24-05-26,17:59:22.841,F,712,64,79,192,0.190,15.3,47,0.84,0.469,0.385,0.344,0.696,0.478,0.332,82,134,0.388
24-05-26,17:59:42.890,F,713,62,72,288,0.139,16.8,44,0.84,0.357,0.462,0.253,0.861,0.463,0.398,82,134,0.388
24-05-26,18:00:02.823,F,714,62,70,424,0.114,20.3,47,0.84,0.348,0.558,0.264,0.914,0.463,0.423,82,134,0.388
24-05-26,18:00:22.868,F,715,62,68,634,0.088,23.4,46,0.84,0.273,0.577,0.203,0.971,0.463,0.449,82,134,0.388
24-05-26,18:00:42.858,F,716,65,71,828,0.085,29.6,42,0.84,0.207,0.442,0.134,0.887,0.485,0.430,82,134,0.388
24-05-26,18:01:02.849,F,717,52,55,1159,0.055,26.8,32,0.84,0.130,0.558,0.080,1.436,0.388,0.557,82,134,0.388
24-05-26,18:01:22.833,F,718,54,57,1511,0.053,33.6,34,0.84,0.130,0.558,0.082,1.351,0.403,0.544,82,134,0.388
24-05-26,18:01:31.014,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,18:03:32.999,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,18:03:32.999,REG1,,"#1: alpha: 0.035, ETRm: 65.951, Ik: 1874.159   ( beta: 0.024, ETRmPot: 202.773 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
