Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
,,D,,"Device Nr: #1, DIVING-PAM-II (UWFC0119A)",,,,,,,,,,,,,,,
24-05-26,19:32:41.678,F,878,137,171,127,0.199,10.6,102,0.84,0.493,0.233,0.367,0.053,0.761,0.040,90,180,0.500
24-05-26,19:33:01.668,F,879,138,165,192,0.164,13.2,104,0.84,0.443,0.322,0.334,0.091,0.767,0.069,90,180,0.500
24-05-26,19:33:21.676,F,880,136,157,288,0.134,16.2,92,0.84,0.323,0.278,0.219,0.146,0.756,0.110,90,180,0.500
24-05-26,19:33:41.664,F,881,111,123,424,0.098,17.5,75,0.84,0.250,0.467,0.169,0.463,0.617,0.285,90,180,0.500
24-05-26,19:34:01.654,F,882,97,108,634,0.102,27.2,68,0.84,0.275,0.556,0.193,0.667,0.539,0.359,90,180,0.500
24-05-26,19:34:21.639,F,883,99,108,828,0.083,28.9,68,0.84,0.225,0.556,0.155,0.667,0.550,0.367,90,180,0.500
24-05-26,19:34:41.633,F,884,108,115,1159,0.061,29.7,77,0.84,0.184,0.578,0.131,0.565,0.600,0.339,90,180,0.500
24-05-26,19:35:01.624,F,885,124,132,1512,0.061,38.7,83,0.84,0.163,0.456,0.109,0.364,0.689,0.250,90,180,0.500
24-05-26,19:35:09.415,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,19:37:03.848,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,19:37:03.848,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 27.360 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,19:37:03.848,REG2,,"#1: alpha: 0.089, ETRm: 28.340, Ik: 319.889   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,19:37:05.235,FO,886,389,918,0,0.576,0.0,0,0.84,0,0,0,0,0,0,389,918,0.576
24-05-26,19:37:25.220,F,887,561,789,25,0.289,3.0,400,0.84,0.586,0.265,0.418,0.163,0.611,0.100,389,918,0.576
24-05-26,19:37:45.212,F,888,488,657,45,0.257,4.9,319,0.84,0.500,0.361,0.327,0.397,0.532,0.211,389,918,0.576
24-05-26,19:38:05.205,F,889,366,494,66,0.259,7.2,252,0.84,0.529,0.543,0.364,0.858,0.399,0.342,389,918,0.576
24-05-26,19:38:25.195,F,890,326,435,91,0.251,9.6,239,0.84,0.556,0.629,0.408,1.110,0.355,0.394,389,918,0.576
24-05-26,19:38:45.185,F,891,339,443,126,0.235,12.4,237,0.84,0.505,0.611,0.353,1.072,0.369,0.396,389,918,0.576
24-05-26,19:39:05.111,F,892,351,432,192,0.188,15.2,232,0.84,0.405,0.622,0.268,1.125,0.382,0.430,389,918,0.576
24-05-26,19:39:25.161,F,893,351,415,288,0.154,18.6,218,0.84,0.325,0.628,0.202,1.212,0.382,0.464,389,918,0.576
24-05-26,19:39:45.146,F,894,330,377,423,0.125,22.2,197,0.84,0.261,0.660,0.156,1.435,0.359,0.516,389,918,0.576
24-05-26,19:40:05.131,F,895,324,360,634,0.100,26.6,194,0.84,0.217,0.686,0.130,1.550,0.353,0.547,389,918,0.576
24-05-26,19:40:25.121,F,896,341,373,828,0.086,29.9,198,0.84,0.183,0.669,0.106,1.461,0.371,0.543,389,918,0.576
24-05-26,19:40:45.119,F,897,335,355,1159,0.056,27.3,178,0.84,0.113,0.665,0.060,1.586,0.365,0.579,389,918,0.576
24-05-26,19:41:05.107,F,898,287,301,1511,0.047,29.8,155,0.84,0.096,0.724,0.052,2.050,0.313,0.640,389,918,0.576
24-05-26,19:41:12.898,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,19:43:34.203,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,19:43:34.203,REG1,,"#1: alpha: 0.086, ETRm: 18.859, Ik: 220.527   ( beta: 0.012, ETRmPot: 28.647 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,19:43:34.203,REG2,,"#1: alpha: 0.082, ETRm: 17.228, Ik: 211.174   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,19:43:35.596,FO,899,128,238,0,0.462,0.0,0,0.84,0,0,0,0,0,0,128,238,0.462
24-05-26,19:43:55.589,F,900,189,267,25,0.292,3.1,143,0.84,0.629,-0.127,0.476,-0.109,0.794,-0.086,128,238,0.462
24-05-26,19:44:15.573,F,901,167,227,45,0.264,5.0,131,0.84,0.625,0.127,0.490,0.048,0.702,0.034,128,238,0.462
24-05-26,19:44:35.563,F,902,146,193,66,0.244,6.8,117,0.84,0.618,0.309,0.495,0.233,0.613,0.143,128,238,0.462
24-05-26,19:44:55.547,F,903,138,177,91,0.220,8.4,116,0.84,0.639,0.445,0.537,0.345,0.580,0.200,128,238,0.462
24-05-26,19:45:15.536,F,904,194,239,127,0.188,10.0,160,0.84,0.570,0.282,0.470,-0.004,0.815,-0.003,128,238,0.462
24-05-26,19:45:35.471,F,905,225,261,192,0.138,11.1,169,0.84,0.391,0.164,0.294,-0.088,0.945,-0.083,128,238,0.462
24-05-26,19:45:55.515,F,906,208,231,287,0.100,12.1,153,0.84,0.295,0.291,0.217,0.030,0.874,0.026,128,238,0.462
24-05-26,19:46:15.510,F,907,207,226,424,0.084,15.0,153,0.84,0.260,0.336,0.192,0.053,0.870,0.046,128,238,0.462
24-05-26,19:46:35.496,F,908,210,226,634,0.071,18.9,158,0.84,0.235,0.382,0.177,0.053,0.882,0.047,128,238,0.462
24-05-26,19:46:55.489,F,909,230,245,829,0.061,21.2,167,0.84,0.192,0.291,0.139,-0.029,0.966,-0.027,128,238,0.462
24-05-26,19:47:15.474,F,910,232,241,1159,0.037,18.0,162,0.84,0.114,0.282,0.080,-0.012,0.975,-0.012,128,238,0.462
24-05-26,19:47:35.460,F,911,218,223,1511,0.022,14.0,151,0.84,0.069,0.345,0.048,0.067,0.916,0.062,128,238,0.462
24-05-26,19:47:43.411,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,19:49:33.112,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,19:49:33.112,REG1,,"#1: alpha: 0.133, ETRm: 23.492, Ik: 176.268   ( beta: 0.697, ETRmPot: 365.411 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,19:49:33.112,REG2,,"#1: alpha: 0.118, ETRm: 23.170, Ik: 196.296   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,19:49:34.505,FO,912,41,101,0,0.594,0.0,0,0.84,0,0,0,0,0,0,41,101,0.594
24-05-26,19:49:54.500,F,913,70,102,25,0.314,3.3,52,0.84,0.640,0.167,0.475,-0.010,0.693,-0.007,41,101,0.594
24-05-26,19:50:14.484,F,914,66,89,45,0.258,4.9,47,0.84,0.548,0.300,0.390,0.135,0.653,0.089,41,101,0.594
24-05-26,19:50:34.469,F,915,57,74,66,0.230,6.4,38,0.84,0.472,0.400,0.315,0.365,0.564,0.206,41,101,0.594
24-05-26,19:50:54.461,F,916,46,62,91,0.258,9.9,33,0.84,0.552,0.517,0.396,0.629,0.455,0.287,41,101,0.594
24-05-26,19:51:14.456,F,917,42,58,127,0.276,14.7,26,0.84,0.500,0.467,0.310,0.741,0.416,0.308,41,101,0.594
24-05-26,19:51:34.440,F,918,42,53,192,0.208,16.8,26,0.84,0.407,0.550,0.252,0.906,0.416,0.376,41,101,0.594
24-05-26,19:51:54.428,F,919,43,52,288,0.173,20.9,22,0.84,0.300,0.500,0.153,0.942,0.426,0.401,41,101,0.594
24-05-26,19:52:14.423,F,920,41,48,424,0,0,21,0.84,0,0,0,0,0,0,41,101,0.594
24-05-26,19:52:34.412,F,921,38,45,634,0,0,18,0.84,0,0,0,0,0,0,41,101,0.594
24-05-26,19:52:54.392,F,922,36,41,829,0,0,14,0.84,0,0,0,0,0,0,41,101,0.594
24-05-26,19:53:05.198,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,19:53:38.013,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,19:53:38.013,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 11.983 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,19:53:38.013,REG2,,"#1: alpha: 0.060, ETRm: 21.598, Ik: 359.400   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,19:53:39.403,FO,923,50,94,0,0.468,0.0,0,0.84,0,0,0,0,0,0,50,94,0.468
24-05-26,19:53:59.396,F,924,59,88,25,0.330,3.5,48,0.84,0.725,0.091,0.590,0.068,0.628,0.042,50,94,0.468
24-05-26,19:54:19.385,F,925,59,82,45,0.280,5.3,47,0.84,0.657,0.205,0.523,0.146,0.628,0.092,50,94,0.468
24-05-26,19:54:39.369,F,926,59,77,66,0.234,6.5,46,0.84,0.581,0.295,0.453,0.221,0.628,0.138,50,94,0.468
24-05-26,19:54:59.364,F,927,59,74,91,0.203,7.8,46,0.84,0.536,0.364,0.418,0.270,0.628,0.169,50,94,0.468
24-05-26,19:55:19.346,F,928,59,73,126,0.192,10.2,43,0.84,0.467,0.318,0.340,0.288,0.628,0.180,50,94,0.468
24-05-26,19:55:39.341,F,929,62,73,192,0.151,12.2,45,0.84,0.393,0.364,0.285,0.288,0.660,0.189,50,94,0.468
24-05-26,19:55:59.329,F,930,68,77,287,0.117,14.1,48,0.84,0.310,0.341,0.219,0.221,0.723,0.160,50,94,0.468
24-05-26,19:56:19.320,F,931,72,78,423,0.077,13.7,49,0.84,0.207,0.341,0.141,0.205,0.766,0.157,50,94,0.468
24-05-26,19:56:39.306,F,932,69,73,634,0.055,14.6,43,0.84,0.133,0.318,0.083,0.288,0.734,0.211,50,94,0.468
24-05-26,19:56:59.294,F,933,63,66,828,0.045,15.6,38,0.84,0.107,0.364,0.065,0.424,0.670,0.285,50,94,0.468
24-05-26,19:57:19.284,F,934,57,61,1158,0.066,32.1,34,0.84,0.148,0.386,0.088,0.541,0.606,0.328,50,94,0.468
24-05-26,19:57:39.269,F,935,55,57,1511,0.035,22.2,29,0.84,0.071,0.364,0.037,0.649,0.585,0.380,50,94,0.468
24-05-26,19:57:46.940,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,20:00:30.997,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,20:00:30.997,REG1,,#1: Error: Not enough measures for calculating regression data,,,,,,,,,,,,,,,
24-05-26,20:00:30.997,REG2,,#1: Error: Not enough measures for calculating regression data,,,,,,,,,,,,,,,
24-05-26,20:00:32.385,FO,936,25,71,0,0.648,0.0,0,0.84,0,0,0,0,0,0,25,71,0.648
24-05-26,20:00:52.369,F,937,6,22,25,0,0,0,0.84,0,0,0,0,0,0,25,71,0.648
24-05-26,20:01:06.537,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,20:01:37.638,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,20:01:39.033,FO,938,1,25,0,0,0,0,0.84,0,0,0,0,0,0,1,25,0
24-05-26,20:01:59.015,F,939,0,13,25,0,0,0,0.84,0,0,0,0,0,0,1,25,0
24-05-26,20:02:19.005,F,940,0,9,45,0,0,0,0.84,0,0,0,0,0,0,1,25,0
24-05-26,20:02:33.102,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,20:06:13.949,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,20:06:13.949,REG1,,"#1: alpha: 0.109, ETRm: 21.774, Ik: 199.651   ( beta: 2.315, ETRmPot: 1285.931 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,20:06:13.949,REG2,,"#1: alpha: 0.093, ETRm: 17.326, Ik: 185.815   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,20:06:15.288,FO,941,203,384,0,0.471,0.0,0,0.84,0,0,0,0,0,0,203,384,0.471
24-05-26,20:06:35.325,F,942,317,461,25,0.312,3.3,296,0.84,0.873,0.088,0.815,-0.167,0.826,-0.138,203,384,0.471
24-05-26,20:06:55.314,F,943,331,444,45,0.255,4.8,289,0.84,0.729,0.144,0.636,-0.135,0.862,-0.117,203,384,0.471
24-05-26,20:07:15.302,F,944,353,484,66,0.271,7.5,319,0.84,0.794,0.088,0.718,-0.207,0.919,-0.190,203,384,0.471
24-05-26,20:07:35.296,F,945,414,526,91,0.213,8.1,337,0.84,0.593,-0.044,0.483,-0.270,1.078,-0.291,203,384,0.471
24-05-26,20:07:55.282,F,946,414,509,126,0.187,9.9,331,0.84,0.534,0.017,0.427,-0.246,1.078,-0.265,203,384,0.471
24-05-26,20:08:15.271,F,947,415,492,192,0.157,12.7,308,0.84,0.418,-0.017,0.310,-0.220,1.081,-0.238,203,384,0.471
24-05-26,20:08:35.256,F,948,439,495,288,0.113,13.7,317,0.84,0.315,0.017,0.227,-0.224,1.143,-0.256,203,384,0.471
24-05-26,20:08:55.247,F,949,448,492,424,0.089,15.8,303,0.84,0.233,-0.044,0.158,-0.220,1.167,-0.256,203,384,0.471
24-05-26,20:09:15.235,F,950,463,524,634,0.116,30.9,311,0.84,0.286,-0.177,0.192,-0.267,1.206,-0.322,203,384,0.471
24-05-26,20:09:35.231,F,951,452,490,829,0.078,27.2,314,0.84,0.216,0.028,0.150,-0.216,1.177,-0.255,203,384,0.471
24-05-26,20:09:55.216,F,952,477,491,1160,0.029,14.1,304,0.84,0.075,-0.033,0.048,-0.218,1.242,-0.271,203,384,0.471
24-05-26,20:10:15.207,F,953,508,508,1512,0.000,0.0,310,0.84,0.000,-0.094,0.000,-0.244,1.323,-0.323,203,384,0.471
24-05-26,20:10:23.027,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,20:12:19.318,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,20:12:19.318,REG1,,"#1: alpha: 0.032, ETRm: 21.646, Ik: 681.836   ( beta: 0.107, ETRmPot: 226.562 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,20:12:19.318,REG2,,"#1: alpha: 0.026, ETRm: 22.743, Ik: 858.662   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,20:12:20.711,FO,954,118,193,0,0.389,0.0,0,0.84,0,0,0,0,0,0,118,193,0.389
24-05-26,20:12:40.696,F,955,205,271,25,0.244,2.6,172,0.84,0.667,-0.320,0.560,-0.288,1.062,-0.306,118,193,0.389
24-05-26,20:13:00.686,F,956,260,336,45,0.226,4.3,231,0.84,0.724,-0.400,0.643,-0.426,1.347,-0.573,118,193,0.389
24-05-26,20:13:20.694,F,957,387,467,66,0.171,4.7,313,0.84,0.519,-1.053,0.420,-0.587,2.005,-1.176,118,193,0.389
24-05-26,20:13:40.685,F,958,539,615,91,0.124,4.7,401,0.84,0.355,-1.853,0.264,-0.686,2.793,-1.917,118,193,0.389
24-05-26,20:14:00.673,F,959,582,634,126,0.082,4.3,376,0.84,0.202,-2.440,0.131,-0.696,3.016,-2.098,118,193,0.389
24-05-26,20:14:20.666,F,960,505,551,192,0.083,6.7,327,0.84,0.205,-1.987,0.133,-0.650,2.617,-1.700,118,193,0.389
24-05-26,20:14:40.650,F,961,436,461,288,0.054,6.5,256,0.84,0.122,-1.733,0.072,-0.581,2.259,-1.313,118,193,0.389
24-05-26,20:15:00.638,F,962,346,361,424,0.042,7.5,208,0.84,0.098,-1.040,0.059,-0.465,1.793,-0.835,118,193,0.389
24-05-26,20:15:20.625,F,963,262,277,634,0.054,14.4,182,0.84,0.158,-0.267,0.110,-0.303,1.358,-0.412,118,193,0.389
24-05-26,20:15:40.620,F,964,233,243,828,0.041,14.3,143,0.84,0.100,-0.333,0.061,-0.206,1.207,-0.248,118,193,0.389
24-05-26,20:16:00.607,F,965,214,226,1159,0.053,25.8,140,0.84,0.140,-0.147,0.092,-0.146,1.109,-0.162,118,193,0.389
24-05-26,20:16:20.592,F,966,201,207,1511,0.029,18.4,118,0.84,0.067,-0.187,0.039,-0.068,1.041,-0.070,118,193,0.389
24-05-26,20:16:28.594,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,20:20:39.605,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,20:20:39.605,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 12.926 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,20:20:39.605,REG2,,"#1: alpha: 0.063, ETRm: 21.220, Ik: 337.549   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,20:20:40.942,FO,967,219,372,0,0.411,0.0,0,0.84,0,0,0,0,0,0,219,372,0.411
24-05-26,20:21:00.980,F,968,258,350,25,0.263,2.8,224,0.84,0.730,0.176,0.634,0.063,0.694,0.043,219,372,0.411
24-05-26,20:21:20.966,F,969,218,292,45,0.253,4.8,196,0.84,0.771,0.373,0.693,0.274,0.586,0.161,219,372,0.411
24-05-26,20:21:40.955,F,970,224,288,66,0.222,6.2,196,0.84,0.696,0.399,0.609,0.292,0.602,0.176,219,372,0.411
24-05-26,20:22:00.945,F,971,233,292,91,0.202,7.7,202,0.84,0.656,0.412,0.569,0.274,0.626,0.172,219,372,0.411
24-05-26,20:22:20.930,F,972,238,290,126,0.179,9.5,201,0.84,0.584,0.418,0.493,0.283,0.640,0.181,219,372,0.411
24-05-26,20:22:40.928,F,973,242,281,192,0.139,11.2,197,0.84,0.464,0.451,0.378,0.324,0.651,0.210,219,372,0.411
24-05-26,20:23:00.919,F,974,246,276,288,0.109,13.2,196,0.84,0.375,0.477,0.299,0.348,0.661,0.230,219,372,0.411
24-05-26,20:23:20.924,F,975,242,266,424,0.090,16.0,188,0.84,0.308,0.490,0.239,0.398,0.651,0.259,219,372,0.411
24-05-26,20:23:40.910,F,976,239,255,634,0.063,16.8,183,0.84,0.222,0.529,0.170,0.459,0.642,0.295,219,372,0.411
24-05-26,20:24:00.900,F,977,233,247,828,0.057,19.8,179,0.84,0.206,0.556,0.158,0.506,0.626,0.317,219,372,0.411
24-05-26,20:24:20.893,F,978,238,249,1159,0.044,21.4,182,0.84,0.164,0.562,0.125,0.494,0.640,0.316,219,372,0.411
24-05-26,20:24:40.878,F,979,256,267,1511,0.041,26.0,199,0.84,0.162,0.556,0.126,0.393,0.688,0.271,219,372,0.411
24-05-26,20:24:48.879,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,20:27:02.293,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,20:27:02.293,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.012, ETRmPot: 19.852 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,20:27:02.293,REG2,,"#1: alpha: 0.064, ETRm: 44.179, Ik: 686.234   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,20:27:03.690,FO,980,103,190,0,0.458,0.0,0,0.84,0,0,0,0,0,0,103,190,0.458
24-05-26,20:27:23.681,F,981,149,208,25,0.284,3.0,128,0.84,0.738,0.080,0.634,-0.087,0.784,-0.068,103,190,0.458
24-05-26,20:27:43.669,F,982,141,188,45,0.250,4.7,112,0.84,0.618,0.126,0.491,0.011,0.742,0.008,103,190,0.458
24-05-26,20:28:03.657,F,983,128,172,66,0.256,7.1,107,0.84,0.677,0.253,0.566,0.105,0.674,0.070,103,190,0.458
24-05-26,20:28:23.590,F,984,115,148,91,0.223,8.5,92,0.84,0.589,0.356,0.471,0.284,0.605,0.172,103,190,0.458
24-05-26,20:28:43.636,F,985,98,128,127,0.234,12.5,78,0.84,0.600,0.425,0.478,0.484,0.516,0.250,103,190,0.458
24-05-26,20:29:03.624,F,986,100,124,192,0.194,15.6,78,0.84,0.522,0.471,0.407,0.532,0.526,0.280,103,190,0.458
24-05-26,20:29:23.603,F,987,98,117,287,0.162,19.5,72,0.84,0.422,0.483,0.310,0.624,0.516,0.322,103,190,0.458
24-05-26,20:29:43.609,F,988,89,103,424,0.136,24.2,66,0.84,0.378,0.575,0.280,0.845,0.468,0.396,103,190,0.458
24-05-26,20:30:03.589,F,989,89,100,634,0.110,29.3,63,0.84,0.297,0.575,0.210,0.900,0.468,0.422,103,190,0.458
24-05-26,20:30:23.581,F,990,81,89,828,0.090,31.3,57,0.84,0.250,0.632,0.176,1.135,0.426,0.484,103,190,0.458
24-05-26,20:30:43.571,F,991,80,87,1159,0.080,38.9,53,0.84,0.206,0.609,0.136,1.184,0.421,0.499,103,190,0.458
24-05-26,20:31:03.556,F,992,84,91,1512,0.077,48.9,58,0.84,0.212,0.621,0.146,1.088,0.442,0.481,103,190,0.458
24-05-26,20:31:11.346,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,21:20:14.338,C,,Device lost: #1: DIVING-PAM-II,,,,,,,,,,,,,,,
